subdivisionCode,latLng,boundingBox,geojson,perimeter,neighbours
CZ-20,"50.0602,13.8307","[49.5013, 50.6189, 13.3965, 15.5355]",,968.48,"CZ-10,CZ-201,CZ-202,CZ-203,CZ-204,CZ-205,CZ-206,CZ-207,CZ-208,CZ-209,CZ-20A,CZ-20B,CZ-20C,CZ-31,CZ-314,CZ-316,CZ-317,CZ-32,CZ-322,CZ-323,CZ-324,CZ-325,CZ-326,CZ-42,CZ-422,CZ-423,CZ-424,CZ-425,CZ-426,CZ-427,CZ-51,CZ-511,CZ-512,CZ-513,CZ-514,CZ-52,CZ-521,CZ-522,CZ-525,CZ-53,CZ-531,CZ-532,CZ-63,CZ-631,CZ-632,CZ-633"
CZ-201,"49.7078,14.8156","[49.5031, 49.9125, 14.4034, 15.2505]",,358.29,"CZ-20,CZ-204,CZ-205,CZ-209,CZ-20A,CZ-20B,CZ-31,CZ-314,CZ-317,CZ-63,CZ-631,CZ-633"
CZ-202,"49.8818,14.014","[49.7057, 50.0579, 13.7816, 14.2642]",,213.05,"CZ-10,CZ-20,CZ-203,CZ-20A,CZ-20B,CZ-20C,CZ-32,CZ-326"
CZ-203,"50.1899,14.1157","[50.0312, 50.3484, 13.8631, 14.3063]",,209.57,"CZ-10,CZ-20,CZ-202,CZ-206,CZ-20A,CZ-20C,CZ-42,CZ-423,CZ-424"
CZ-204,"50.0195,15.089","[49.8795, 50.1595, 14.7305, 15.448]",,288.43,"CZ-20,CZ-201,CZ-205,CZ-208,CZ-209,CZ-52,CZ-521,CZ-53,CZ-532"
CZ-205,"49.8641,15.2112","[49.6936, 50.0346, 14.9043, 15.5355]",,250.76,"CZ-20,CZ-201,CZ-204,CZ-209,CZ-53,CZ-531,CZ-532,CZ-63,CZ-631"
CZ-206,"50.3582,14.5534","[50.2053, 50.5111, 14.2213, 14.7402]",,251.33,"CZ-20,CZ-203,CZ-207,CZ-209,CZ-20A,CZ-42,CZ-423,CZ-51,CZ-511"
CZ-207,"50.4014,14.9296","[50.1838, 50.6189, 14.6377, 15.1623]",,254.81,"CZ-20,CZ-206,CZ-208,CZ-209,CZ-42,CZ-51,CZ-511,CZ-512,CZ-513,CZ-514,CZ-52,CZ-522"
CZ-208,"50.2159,15.0848","[50.0825, 50.3493, 14.7679, 15.4026]",,237.88,"CZ-20,CZ-204,CZ-207,CZ-209,CZ-52,CZ-521,CZ-522,CZ-53,CZ-532"
CZ-209,"50.0828,14.7192","[49.8724, 50.2932, 14.3511, 14.9425]",,353.66,"CZ-10,CZ-20,CZ-201,CZ-204,CZ-205,CZ-206,CZ-207,CZ-208,CZ-20A,CZ-20B,CZ-42"
CZ-20A,"49.9984,14.2634","[49.7829, 50.214, 14.1184, 14.5795]",,316.15,"CZ-10,CZ-20,CZ-201,CZ-202,CZ-203,CZ-206,CZ-209,CZ-20B,CZ-42"
CZ-20B,"49.6934,14.1749","[49.5013, 49.8854, 13.737, 14.5998]",,354.29,"CZ-20,CZ-201,CZ-202,CZ-209,CZ-20A,CZ-31,CZ-314,CZ-316,CZ-317,CZ-32,CZ-322,CZ-324,CZ-326"
CZ-20C,"50.0953,13.6476","[49.9272, 50.2635, 13.3965, 13.994]",,236.34,"CZ-20,CZ-202,CZ-203,CZ-32,CZ-325,CZ-326,CZ-42,CZ-422,CZ-424"
CZ-31,"49.0865,14.6002","[48.5518, 49.6211, 13.536, 15.6042]",,891.69,"CZ-20,CZ-201,CZ-20B,CZ-311,CZ-312,CZ-313,CZ-314,CZ-315,CZ-316,CZ-317,CZ-32,CZ-322,CZ-323,CZ-324,CZ-53,CZ-63,CZ-631,CZ-632,CZ-633,CZ-634,CZ-64,CZ-647"
CZ-311,"49.0026,14.4571","[48.6755, 49.3297, 14.2105, 14.9115]",,352.9,"CZ-31,CZ-312,CZ-313,CZ-314,CZ-315,CZ-316,CZ-317,CZ-63,CZ-633"
CZ-312,"48.776,14.2911","[48.5518, 49.0002, 13.915, 14.7235]",,336.46,"CZ-31,CZ-311,CZ-313,CZ-315"
CZ-313,"49.0344,15.1042","[48.7581, 49.3104, 14.6298, 15.6042]",,438.68,"CZ-31,CZ-311,CZ-312,CZ-317,CZ-63,CZ-632,CZ-633,CZ-634,CZ-64,CZ-647"
CZ-314,"49.3623,14.2158","[49.1567, 49.5679, 13.932, 14.4755]",,301.37,"CZ-20,CZ-201,CZ-20B,CZ-31,CZ-311,CZ-315,CZ-316,CZ-317"
CZ-315,"48.9533,13.8884","[48.7424, 49.1642, 13.536, 14.2883]",,303.89,"CZ-31,CZ-311,CZ-312,CZ-314,CZ-316,CZ-32,CZ-322"
CZ-316,"49.3081,13.8772","[49.0888, 49.5273, 13.6845, 14.2771]",,322.42,"CZ-20,CZ-20B,CZ-31,CZ-311,CZ-314,CZ-315,CZ-32,CZ-322,CZ-324"
CZ-317,"49.3653,14.6868","[49.1095, 49.6211, 14.3959, 14.9453]",,325.98,"CZ-20,CZ-201,CZ-20B,CZ-31,CZ-311,CZ-313,CZ-314,CZ-63,CZ-633"
CZ-32,"49.5228,13.2063","[48.9413, 50.1044, 12.4005, 13.8404]",,632.52,"CZ-20,CZ-202,CZ-20B,CZ-20C,CZ-31,CZ-315,CZ-316,CZ-321,CZ-322,CZ-323,CZ-324,CZ-325,CZ-326,CZ-327,CZ-41,CZ-411,CZ-412,CZ-413,CZ-42,CZ-424"
CZ-321,"49.4663,12.9015","[49.2852, 49.6473, 12.5622, 13.1844]",,238.99,"CZ-32,CZ-322,CZ-324,CZ-327"
CZ-322,"49.2397,13.3982","[48.9413, 49.5381, 13.0255, 13.7915]",,337.31,"CZ-20,CZ-20B,CZ-31,CZ-315,CZ-316,CZ-32,CZ-321,CZ-324"
CZ-323,"49.7139,13.4236","[49.6159, 49.8121, 13.268, 13.574]",,131.72,"CZ-20,CZ-31,CZ-32,CZ-324,CZ-325,CZ-326"
CZ-324,"49.5522,13.4343","[49.4029, 49.7016, 12.9653, 13.7906]",,313.21,"CZ-20,CZ-20B,CZ-31,CZ-316,CZ-32,CZ-321,CZ-322,CZ-323,CZ-325,CZ-326,CZ-327"
CZ-325,"49.8814,13.2813","[49.6585, 50.1044, 12.9563, 13.7008]",,335.82,"CZ-20,CZ-20C,CZ-32,CZ-323,CZ-324,CZ-326,CZ-327,CZ-41,CZ-411,CZ-412,CZ-42,CZ-424"
CZ-326,"49.8002,13.6475","[49.6327, 49.9676, 13.4946, 13.8404]",,175.65,"CZ-20,CZ-202,CZ-20B,CZ-20C,CZ-32,CZ-323,CZ-324,CZ-325"
CZ-327,"49.7629,12.747","[49.5849, 49.941, 12.4005, 13.1162]",,244.96,"CZ-32,CZ-321,CZ-324,CZ-325,CZ-41,CZ-411"
CZ-41,"50.1754,12.8061","[49.8904, 50.4603, 12.0906, 13.3018]",,475.23,"CZ-32,CZ-325,CZ-327,CZ-411,CZ-412,CZ-413,CZ-42,CZ-422,CZ-424"
CZ-411,"50.1067,12.3648","[49.8904, 50.3229, 12.0906, 12.9695]",,352.78,"CZ-32,CZ-325,CZ-327,CZ-41,CZ-412,CZ-413,CZ-42,CZ-422"
CZ-412,"50.2135,13.0016","[49.9667, 50.4603, 12.6382, 13.3018]",,330.26,"CZ-32,CZ-325,CZ-41,CZ-411,CZ-413,CZ-42,CZ-422,CZ-424"
CZ-413,"50.2265,12.6304","[50.0366, 50.4163, 12.3824, 12.8707]",,216.67,"CZ-32,CZ-41,CZ-411,CZ-412"
CZ-42,"50.5663,13.8207","[50.0769, 51.0557, 12.9403, 14.6529]",,686.17,"CZ-10,CZ-20,CZ-203,CZ-206,CZ-207,CZ-209,CZ-20A,CZ-20C,CZ-32,CZ-325,CZ-41,CZ-411,CZ-412,CZ-421,CZ-422,CZ-423,CZ-424,CZ-425,CZ-426,CZ-427,CZ-51,CZ-511"
CZ-421,"50.8495,14.3981","[50.6433, 51.0557, 14.0398, 14.6529]",,235.04,"CZ-42,CZ-423,CZ-427,CZ-51,CZ-511"
CZ-422,"50.4194,13.2684","[50.2195, 50.6194, 12.9403, 13.57]",,250.97,"CZ-20,CZ-20C,CZ-41,CZ-411,CZ-412,CZ-42,CZ-424,CZ-425"
CZ-423,"50.497,14.1625","[50.3284, 50.6657, 13.8678, 14.4872]",,228.72,"CZ-20,CZ-203,CZ-206,CZ-42,CZ-421,CZ-424,CZ-426,CZ-427,CZ-51,CZ-511"
CZ-424,"50.2863,13.6714","[50.0769, 50.4955, 13.2119, 14.0527]",,321.38,"CZ-20,CZ-203,CZ-20C,CZ-32,CZ-325,CZ-41,CZ-412,CZ-42,CZ-422,CZ-423,CZ-425,CZ-426"
CZ-425,"50.5627,13.5806","[50.4106, 50.7149, 13.3616, 13.7943]",,179.82,"CZ-20,CZ-42,CZ-422,CZ-424,CZ-426"
CZ-426,"50.605,13.7912","[50.4673, 50.7428, 13.5867, 13.9887]",,163.98,"CZ-20,CZ-42,CZ-423,CZ-424,CZ-425,CZ-427"
CZ-427,"50.6957,14.0392","[50.5714, 50.82, 13.8842, 14.2359]",,134.04,"CZ-20,CZ-42,CZ-421,CZ-423,CZ-426"
CZ-51,"50.7476,14.9903","[50.4719, 51.0232, 14.3426, 15.6326]",,466.9,"CZ-20,CZ-206,CZ-207,CZ-42,CZ-421,CZ-423,CZ-511,CZ-512,CZ-513,CZ-514,CZ-52,CZ-522,CZ-525"
CZ-511,"50.6648,14.6294","[50.4719, 50.8578, 14.3426, 14.9175]",,220.89,"CZ-20,CZ-206,CZ-207,CZ-42,CZ-421,CZ-423,CZ-51,CZ-513"
CZ-512,"50.7361,15.2397","[50.6117, 50.8604, 15.1001, 15.5048]",,153.35,"CZ-20,CZ-207,CZ-51,CZ-513,CZ-514,CZ-52"
CZ-513,"50.7929,14.9084","[50.5625, 51.0232, 14.6984, 15.3148]",,271.55,"CZ-20,CZ-207,CZ-51,CZ-511,CZ-512,CZ-514,CZ-52"
CZ-514,"50.6354,15.4355","[50.4798, 50.7908, 15.075, 15.6326]",,207.51,"CZ-20,CZ-207,CZ-51,CZ-512,CZ-513,CZ-52,CZ-522,CZ-525"
CZ-52,"50.4094,15.685","[50.0384, 50.7804, 15.1042, 16.5855]",,608.6,"CZ-20,CZ-204,CZ-207,CZ-208,CZ-51,CZ-512,CZ-513,CZ-514,CZ-521,CZ-522,CZ-523,CZ-524,CZ-525,CZ-53,CZ-532,CZ-534"
CZ-521,"50.2243,15.7206","[50.0953, 50.3531, 15.3485, 16.0668]",,249.2,"CZ-20,CZ-204,CZ-208,CZ-52,CZ-522,CZ-523,CZ-524,CZ-525,CZ-53,CZ-532,CZ-534"
CZ-522,"50.4112,15.4309","[50.2753, 50.547, 15.1042, 15.7416]",,249.22,"CZ-20,CZ-207,CZ-208,CZ-51,CZ-514,CZ-52,CZ-521,CZ-525"
CZ-523,"50.4809,16.165","[50.2901, 50.6717, 15.7922, 16.4449]",,262.59,"CZ-52,CZ-521,CZ-524,CZ-525"
CZ-524,"50.2107,16.3067","[50.0384, 50.3831, 15.9704, 16.5855]",,209.88,"CZ-52,CZ-521,CZ-523,CZ-525,CZ-53,CZ-532,CZ-534"
CZ-525,"50.56,15.8663","[50.3395, 50.7804, 15.5351, 16.1396]",,243.58,"CZ-20,CZ-51,CZ-514,CZ-52,CZ-521,CZ-522,CZ-523,CZ-524"
CZ-53,"49.8898,16.1283","[49.5721, 50.2076, 15.3628, 16.8674]",,557.85,"CZ-20,CZ-204,CZ-205,CZ-208,CZ-31,CZ-52,CZ-521,CZ-524,CZ-531,CZ-532,CZ-533,CZ-534,CZ-63,CZ-631,CZ-633,CZ-635,CZ-64,CZ-641,CZ-71,CZ-711,CZ-712,CZ-713,CZ-715"
CZ-531,"49.843,15.8303","[49.6851, 50.0008, 15.4956, 16.1541]",,242.04,"CZ-20,CZ-205,CZ-53,CZ-532,CZ-533,CZ-534,CZ-63,CZ-631,CZ-635"
CZ-532,"50.0565,15.7557","[49.9374, 50.1757, 15.3628, 16.1391]",,252.71,"CZ-20,CZ-204,CZ-205,CZ-208,CZ-52,CZ-521,CZ-524,CZ-53,CZ-531,CZ-533,CZ-534"
CZ-533,"49.7686,16.4738","[49.5721, 49.9651, 16.0626, 16.8485]",,281.35,"CZ-53,CZ-531,CZ-532,CZ-534,CZ-63,CZ-635,CZ-64,CZ-641,CZ-71,CZ-712,CZ-713,CZ-715"
CZ-534,"50.0132,16.4279","[49.8186, 50.2076, 16.0353, 16.8674]",,326.82,"CZ-52,CZ-521,CZ-524,CZ-53,CZ-531,CZ-532,CZ-533,CZ-63,CZ-71,CZ-711,CZ-712,CZ-715"
CZ-63,"49.3994,15.5705","[48.9376, 49.8612, 14.8882, 16.4183]",,691.85,"CZ-20,CZ-201,CZ-205,CZ-31,CZ-311,CZ-313,CZ-317,CZ-53,CZ-531,CZ-533,CZ-534,CZ-631,CZ-632,CZ-633,CZ-634,CZ-635,CZ-64,CZ-641,CZ-643,CZ-647"
CZ-631,"49.6648,15.55","[49.4683, 49.8612, 15.1776, 15.8956]",,262.24,"CZ-20,CZ-201,CZ-205,CZ-31,CZ-53,CZ-531,CZ-63,CZ-632,CZ-633,CZ-635,CZ-64"
CZ-632,"49.3133,15.5328","[49.0828, 49.5439, 15.2523, 15.8579]",,310.67,"CZ-20,CZ-31,CZ-313,CZ-63,CZ-631,CZ-633,CZ-634,CZ-635,CZ-64,CZ-647"
CZ-633,"49.4233,15.1477","[49.216, 49.6307, 14.8882, 15.4437]",,266.74,"CZ-20,CZ-201,CZ-31,CZ-311,CZ-313,CZ-317,CZ-53,CZ-63,CZ-631,CZ-632"
CZ-634,"49.1474,15.9466","[48.9376, 49.3573, 15.4873, 16.2758]",,338.8,"CZ-31,CZ-313,CZ-63,CZ-632,CZ-635,CZ-64,CZ-643,CZ-647"
CZ-635,"49.4904,16.0803","[49.2415, 49.7393, 15.7601, 16.4183]",,318.66,"CZ-53,CZ-531,CZ-533,CZ-63,CZ-631,CZ-632,CZ-634,CZ-64,CZ-641,CZ-643"
CZ-64,"49.1249,16.6828","[48.6165, 49.6333, 15.5424, 17.6469]",,828.68,"CZ-31,CZ-313,CZ-53,CZ-533,CZ-63,CZ-631,CZ-632,CZ-634,CZ-635,CZ-641,CZ-642,CZ-643,CZ-644,CZ-645,CZ-646,CZ-647,CZ-71,CZ-712,CZ-713,CZ-714,CZ-72,CZ-721,CZ-722,CZ-724,CZ-80"
CZ-641,"49.458,16.6236","[49.283, 49.6333, 16.3533, 16.8599]",,235.95,"CZ-53,CZ-533,CZ-63,CZ-635,CZ-64,CZ-642,CZ-643,CZ-646,CZ-71,CZ-712,CZ-713"
CZ-642,"49.2021,16.5827","[49.1099, 49.2944, 16.428, 16.7278]",,126.32,"CZ-64,CZ-641,CZ-643,CZ-71"
CZ-643,"49.1762,16.3882","[48.8758, 49.4765, 16.2031, 16.8529]",,349.09,"CZ-63,CZ-634,CZ-635,CZ-64,CZ-641,CZ-642,CZ-644,CZ-646,CZ-647,CZ-71,CZ-712,CZ-713"
CZ-644,"48.8392,16.6926","[48.6165, 49.0619, 16.4213, 17.0932]",,235.2,"CZ-64,CZ-643,CZ-645,CZ-646,CZ-647"
CZ-645,"48.9638,17.1761","[48.7924, 49.1351, 16.8932, 17.6469]",,250.68,"CZ-64,CZ-644,CZ-646,CZ-72,CZ-721,CZ-722,CZ-724"
CZ-646,"49.2705,16.9836","[49.041, 49.5, 16.7578, 17.2025]",,228.47,"CZ-64,CZ-641,CZ-643,CZ-644,CZ-645,CZ-71,CZ-712,CZ-713,CZ-72,CZ-721,CZ-80"
CZ-647,"48.9136,15.9779","[48.728, 49.1001, 15.5424, 16.4645]",,290.54,"CZ-31,CZ-313,CZ-63,CZ-632,CZ-634,CZ-64,CZ-643,CZ-644"
CZ-71,"49.8591,16.9561","[49.2688, 50.4494, 16.712, 17.9181]",,748.25,"CZ-53,CZ-533,CZ-534,CZ-64,CZ-641,CZ-642,CZ-643,CZ-646,CZ-711,CZ-712,CZ-713,CZ-714,CZ-715,CZ-72,CZ-721,CZ-723,CZ-724,CZ-80,CZ-801,CZ-804,CZ-805"
CZ-711,"50.2759,17.1809","[50.1022, 50.4494, 16.86, 17.4312]",,161.39,"CZ-53,CZ-534,CZ-71,CZ-715,CZ-80,CZ-801"
CZ-712,"49.6555,17.2803","[49.433, 49.8781, 16.8263, 17.6984]",,350.06,"CZ-53,CZ-533,CZ-534,CZ-64,CZ-641,CZ-643,CZ-646,CZ-71,CZ-713,CZ-714,CZ-715,CZ-72,CZ-721,CZ-80,CZ-801,CZ-804,CZ-805"
CZ-713,"49.4718,17.103","[49.2688, 49.6749, 16.7377, 17.2722]",,268.13,"CZ-53,CZ-533,CZ-64,CZ-641,CZ-643,CZ-646,CZ-71,CZ-712,CZ-714,CZ-72,CZ-721,CZ-80"
CZ-714,"49.5016,17.5876","[49.2943, 49.7088, 17.2227, 17.9181]",,302.14,"CZ-64,CZ-71,CZ-712,CZ-713,CZ-715,CZ-72,CZ-721,CZ-723,CZ-724,CZ-80,CZ-804"
CZ-715,"49.9751,16.9504","[49.7053, 50.2449, 16.712, 17.2345]",,232.53,"CZ-53,CZ-533,CZ-534,CZ-71,CZ-711,CZ-712,CZ-714,CZ-80,CZ-801"
CZ-72,"49.1969,17.6461","[48.8541, 49.5398, 17.1097, 18.4156]",,422.19,"CZ-64,CZ-645,CZ-646,CZ-71,CZ-712,CZ-713,CZ-714,CZ-721,CZ-722,CZ-723,CZ-724,CZ-80,CZ-802,CZ-804"
CZ-721,"49.2682,17.3216","[49.0732, 49.4632, 17.1097, 17.8587]",,271.06,"CZ-64,CZ-645,CZ-646,CZ-71,CZ-712,CZ-713,CZ-714,CZ-72,CZ-722,CZ-723,CZ-724,CZ-80"
CZ-722,"49.022,17.5934","[48.8541, 49.1898, 17.2135, 17.9196]",,206.93,"CZ-64,CZ-645,CZ-72,CZ-721,CZ-723,CZ-724"
CZ-723,"49.3462,18.1002","[49.1527, 49.5398, 17.7772, 18.4156]",,198.06,"CZ-71,CZ-714,CZ-72,CZ-721,CZ-722,CZ-724,CZ-80,CZ-802,CZ-804"
CZ-724,"49.1859,17.7027","[49.0146, 49.3571, 17.4035, 18.1222]",,230.05,"CZ-64,CZ-645,CZ-71,CZ-714,CZ-72,CZ-721,CZ-722,CZ-723"
CZ-80,"49.8603,18.0387","[49.3926, 50.328, 17.1465, 18.8593]",,634.49,"CZ-64,CZ-646,CZ-71,CZ-711,CZ-712,CZ-713,CZ-714,CZ-715,CZ-72,CZ-721,CZ-723,CZ-801,CZ-802,CZ-803,CZ-804,CZ-805,CZ-806"
CZ-801,"50.059,17.4936","[49.79, 50.328, 17.1465, 17.7733]",,326.08,"CZ-71,CZ-711,CZ-712,CZ-715,CZ-80,CZ-804,CZ-805"
CZ-802,"49.5763,18.5375","[49.3926, 49.7598, 18.1834, 18.8593]",,204.71,"CZ-72,CZ-723,CZ-80,CZ-803,CZ-804,CZ-805,CZ-806"
CZ-803,"49.8259,18.468","[49.7024, 49.9493, 18.3011, 18.6325]",,135.14,"CZ-80,CZ-802,CZ-805,CZ-806"
CZ-804,"49.6532,17.9788","[49.4825, 49.824, 17.6811, 18.2919]",,197.25,"CZ-71,CZ-712,CZ-714,CZ-72,CZ-723,CZ-80,CZ-801,CZ-802,CZ-805,CZ-806"
CZ-805,"49.8936,17.9488","[49.7212, 50.066, 17.52, 18.3219]",,267.93,"CZ-71,CZ-712,CZ-80,CZ-801,CZ-802,CZ-803,CZ-804,CZ-806"
CZ-806,"49.8046,18.2343","[49.6954, 49.9138, 18.0455, 18.4166]",,144.15,"CZ-80,CZ-802,CZ-803,CZ-804,CZ-805"
DE-BB,"52.8455,13.2461","[51.3591, 53.5591, 11.2658, 14.7658]",,1360.53,"DE-BE,DE-MV,DE-NI,DE-SH,DE-SN,DE-ST,DE-TH"
DE-BE,"52.5174,13.3951","[52.3382, 52.6755, 13.0883, 13.7612]",,233.88,"DE-BB,DE-ST"
DE-BW,"48.5378,9.0412","[47.5325, 49.7913, 7.5117, 10.4956]",,1644.77,"DE-BY,DE-HE,DE-RP"
DE-BY,"48.9468,11.4039","[47.2701, 50.5647, 8.9764, 13.8396]",,2682.16,"DE-BW,DE-HE,DE-NW,DE-SN,DE-TH"
DE-HB,"53.1449,8.6932","[53.0112, 53.6102, 8.4816, 8.9908]",,206.62,"DE-HH,DE-NI,DE-SH"
DE-HE,"50.6081,9.0285","[49.3953, 51.6578, 7.7725, 10.2364]",,1422.29,"DE-BW,DE-BY,DE-NI,DE-NW,DE-RP,DE-TH"
DE-HH,"53.5503,10.0007","[53.3951, 54.0277, 8.1045, 10.3253]",,293.62,"DE-HB,DE-NI,DE-SH"
DE-MV,"53.7735,12.5755","[53.1104, 54.885, 10.5939, 14.4122]",,1072.18,"DE-BB,DE-NI,DE-SH"
DE-NI,"52.8399,9.076","[51.2951, 54.1378, 6.3459, 11.5981]",,2029.86,"DE-BB,DE-HB,DE-HE,DE-HH,DE-MV,DE-NW,DE-SH,DE-ST,DE-TH"
DE-NW,"51.4789,7.5544","[50.3227, 52.5315, 5.8663, 9.4617]",,1711.21,"DE-BY,DE-HE,DE-NI,DE-RP"
DE-RP,"49.9532,7.3106","[48.9664, 50.9423, 6.1123, 8.5083]",,1180.74,"DE-BW,DE-HE,DE-NW,DE-SL"
DE-SH,"54.1854,9.822","[53.3598, 55.0992, 7.5212, 11.6724]",,987.38,"DE-BB,DE-HB,DE-HH,DE-MV,DE-NI"
DE-SL,"49.3842,6.9537","[49.112, 49.6394, 6.3558, 7.4048]",,374.02,DE-RP
DE-SN,"50.9296,13.4585","[50.1713, 51.6851, 11.8723, 15.0419]",,1359.02,"DE-BB,DE-BY,DE-ST,DE-TH"
DE-ST,"51.9281,11.6812","[50.9379, 53.0418, 10.5608, 13.1868]",,1223.22,"DE-BB,DE-BE,DE-NI,DE-SN,DE-TH"
DE-TH,"50.9015,11.0378","[50.2043, 51.6493, 9.877, 12.6539]",,1333.45,"DE-BB,DE-BY,DE-HE,DE-NI,DE-SN,DE-ST"
DJ-AR,"11.4341,42.6204","[11.2573, 11.6364, 42.3354, 43.2574]",,313.86,"DJ-AS,DJ-DI,DJ-DJ,DJ-TA"
DJ-AS,"11.1631,42.8373","[10.9694, 11.4779, 42.6021, 43.228]",,208.56,"DJ-AR,DJ-DI"
DJ-DI,"11.4284,42.064","[10.915, 11.9321, 41.7713, 42.6661]",,370.63,"DJ-AR,DJ-AS,DJ-TA"
DJ-DJ,"11.5937,43.1473","[11.5291, 11.7314, 42.9242, 43.214]",,140.54,"DJ-AR,DJ-TA"
DJ-OB,"12.2111,43.1686","[11.8301, 12.7136, 42.7095, 43.4176]",,306.25,DJ-TA
DJ-TA,"12.0358,42.5175","[11.5527, 12.5249, 42.0399, 43.0689]",,368.68,"DJ-AR,DJ-DI,DJ-DJ,DJ-OB"
DK-81,"56.8153,9.7273","[56.5504, 57.7522, 8.2209, 11.2002]",,1499.63,DK-82
DK-82,"56.2356,9.2346","[55.6689, 56.8466, 8.0982, 11.663]",,1989.69,"DK-81,DK-83,DK-85"
DK-83,"55.3784,9.1318","[54.7219, 55.9566, 8.0744, 10.9557]",,2404.56,"DK-82,DK-85"
DK-84,"55.8616,12.3138","[54.9872, 56.2031, 11.682, 15.1574]",,746.26,DK-85
DK-85,"55.4864,11.6913","[54.5591, 56.0106, 10.8684, 12.5536]",,2002.85,"DK-82,DK-83,DK-84"
DM-02,"15.5447,-61.353","[15.4492, 15.6402, -61.4445, -61.2705]",,88.17,"DM-03,DM-05,DM-06,DM-11"
DM-03,"15.4224,-61.2884","[15.3243, 15.5202, -61.3317, -61.2401]",,77.76,"DM-02,DM-04,DM-06,DM-09,DM-10"
DM-04,"15.3059,-61.3477","[15.2596, 15.3524, -61.391, -61.2987]",,34.03,"DM-03,DM-07,DM-09,DM-10"
DM-05,"15.5739,-61.437","[15.5085, 15.6392, -61.4801, -61.4004]",,47.47,"DM-02,DM-11"
DM-06,"15.4451,-61.3833","[15.3897, 15.5008, -61.4543, -61.3159]",,46.06,"DM-02,DM-03,DM-10,DM-11"
DM-07,"15.2526,-61.3607","[15.2342, 15.2711, -61.3779, -61.3452]",,12.43,"DM-04,DM-08,DM-09"
DM-08,"15.2285,-61.35","[15.2076, 15.2496, -61.3743, -61.3339]",,16.93,"DM-07,DM-09"
DM-09,"15.277,-61.2965","[15.2115, 15.3427, -61.347, -61.241]",,52.99,"DM-03,DM-04,DM-07,DM-08,DM-10"
DM-10,"15.363,-61.3613","[15.3171, 15.4095, -61.4207, -61.3207]",,37.75,"DM-03,DM-04,DM-06,DM-09"
DM-11,"15.4998,-61.4403","[15.4619, 15.5376, -61.475, -61.3973]",,28.73,"DM-02,DM-05,DM-06"
DO-01,"18.4854,-69.93","[18.4227, 18.5476, -69.9993, -69.8745]",,54.27,"DO-32,DO-39,DO-40"
DO-02,"18.6257,-70.9046","[18.2489, 19.0025, -71.1616, -70.4694]",,393.85,"DO-03,DO-04,DO-13,DO-17,DO-22,DO-28,DO-31,DO-36,DO-37,DO-38,DO-41"
DO-03,"18.514,-71.3303","[18.3252, 18.6537, -71.6328, -70.9847]",,226.53,"DO-02,DO-04,DO-07,DO-10,DO-16,DO-22,DO-37,DO-38,DO-41"
DO-04,"18.1893,-71.2286","[17.8813, 18.4975, -71.4287, -70.9478]",,288.97,"DO-02,DO-03,DO-10,DO-16,DO-38,DO-41"
DO-05,"19.4367,-71.5704","[19.2283, 19.645, -71.786, -71.4256]",,216.53,"DO-07,DO-15,DO-26,DO-34,DO-37"
DO-06,"19.2833,-70.188","[19.044, 19.5227, -70.371, -69.6497]",,343.48,"DO-09,DO-13,DO-14,DO-18,DO-19,DO-20,DO-24,DO-28,DO-29,DO-33,DO-35,DO-36,DO-39"
DO-07,"18.9685,-71.7184","[18.653, 19.284, -71.8868, -71.3178]",,357.04,"DO-03,DO-05,DO-10,DO-22,DO-26,DO-34,DO-37,DO-38"
DO-08,"18.7854,-69.0197","[18.5264, 19.0439, -69.3284, -68.7759]",,286.27,"DO-11,DO-12,DO-20,DO-23,DO-30,DO-33,DO-39,DO-42"
DO-09,"19.5108,-70.4919","[19.3077, 19.714, -70.6107, -70.0818]",,260,"DO-06,DO-13,DO-14,DO-18,DO-19,DO-25,DO-33,DO-35,DO-36"
DO-10,"18.4156,-71.6357","[18.1399, 18.6903, -72.0084, -71.2114]",,292.73,"DO-03,DO-04,DO-07,DO-16,DO-22,DO-37,DO-38"
DO-11,"18.5881,-68.6053","[18.0957, 18.9743, -68.9377, -68.3229]",,374.44,"DO-08,DO-12,DO-42"
DO-12,"18.5257,-68.9666","[18.3394, 18.6589, -69.1196, -68.8424]",,139.24,"DO-08,DO-11,DO-23,DO-39,DO-42"
DO-13,"19.0311,-70.7274","[18.6845, 19.3774, -70.9602, -70.2711]",,382.95,"DO-02,DO-06,DO-09,DO-19,DO-21,DO-22,DO-24,DO-25,DO-28,DO-31,DO-33,DO-34,DO-35,DO-36,DO-37,DO-38,DO-41"
DO-14,"19.4433,-69.9991","[19.2019, 19.6839, -70.2017, -69.7438]",,221.49,"DO-06,DO-09,DO-20,DO-33,DO-35,DO-36"
DO-15,"19.7178,-71.4448","[19.5236, 19.9124, -71.8649, -71.1303]",,310.89,"DO-05,DO-18,DO-25,DO-26,DO-27,DO-34,DO-35"
DO-16,"18.0372,-71.7442","[17.4706, 18.3406, -71.7878, -71.2533]",,323.16,"DO-03,DO-04,DO-10,DO-38"
DO-17,"18.3515,-70.3695","[18.1937, 18.5093, -70.5879, -70.1851]",,177.49,"DO-02,DO-21,DO-31,DO-39,DO-41"
