subdivisionCode,latLng
UG-205,"0.9422,33.1263"
UG-206,"1.3311,34.3962"
UG-207,"1.9733,34.0573"
UG-208,"1.4565,33.9219"
UG-209,"0.9766,34.2022"
UG-210,"1.2201,33.6915"
UG-211,"1.7879,33.5007"
UG-212,"0.7407,34.1027"
UG-213,"1.688,33.1175"
UG-214,"-0.2058,33.5894"
UG-215,"1.1886,34.2951"
UG-216,"1.9819,33.6575"
UG-217,"1.0658,34.0209"
UG-218,"1.0272,34.3908"
UG-219,"1.3707,34.1425"
UG-220,"1.255,34.6924"
UG-221,"0.8612,33.878"
UG-222,"1.0834,33.4822"
UG-223,"0.8813,34.2696"
UG-224,"0.887,33.6653"
UG-225,"1.3495,34.2761"
UG-226,"1.2352,33.1704"
UG-227,"1.0574,33.8056"
UG-228,"1.3517,34.5636"
UG-229,"0.8199,33.3269"
UG-230,"-0.2479,33.8115"
UG-231,"1.4989,33.7729"
UG-232,"1.4917,33.3568"
UG-233,"1.1732,34.0586"
UG-234,"0.8678,34.3831"
UG-235,"0.6243,33.6154"
UG-236,"2.1971,33.7773"
UG-237,"1.8327,33.354"
UG-301,"3.2371,31.7858"
UG-302,"1.9337,32.5018"
UG-303,"3.0014,31.0094"
UG-304,"3.0347,32.3802"
UG-305,"3.4439,33.4841"
UG-306,"2.9952,34.0342"
UG-307,"2.332,32.9501"
UG-308,"2.6156,34.64"
UG-309,"3.6665,31.758"
UG-310,"2.4329,31.162"
UG-311,"1.849,34.6425"
UG-312,"2.8876,32.8963"
UG-313,"3.4914,31.2859"
UG-314,"2.8048,33.751"
UG-315,"1.6375,32.6328"
UG-316,"3.1289,32.1025"
UG-317,"1.9101,33.0796"
UG-318,"3.6582,34.2111"
UG-319,"3.5351,30.9848"
UG-320,"3.2478,30.9279"
UG-321,"2.3489,32.4234"
UG-322,"2.9477,33.3861"
UG-323,"2.2674,33.32"
UG-324,"1.8262,34.9313"
UG-325,"2.2988,32.736"
UG-326,"3.5248,32.6576"
UG-327,"2.3982,34.1719"
UG-328,"2.5276,31.87"
UG-329,"2.4784,33.3934"
UG-330,"2.5251,30.8897"
UG-331,"2.6443,32.4975"
UG-332,"2.4679,31.3974"
UG-333,"1.9006,32.7742"
UG-334,"2.0384,34.5847"
UG-335,"3.7096,33.7717"
UG-336,"2.8675,31.2383"
UG-337,"3.3636,31.5368"
UG-401,"0.6606,30.0431"
UG-402,"-0.4818,30.1687"
UG-403,"1.5662,31.1481"
UG-404,"-1.336,30.0369"
UG-405,"0.6212,30.3525"
UG-406,"0.131,30.0048"
UG-407,"0.7908,31.0633"
UG-408,"-1.199,29.6717"
UG-409,"1.6918,31.7738"
UG-410,"-0.4181,30.5737"
UG-411,"-0.9551,30.3024"
UG-412,"-0.6974,29.8917"
UG-413,"0.3373,30.6151"
UG-414,"-0.7064,29.7143"
UG-415,"0.6441,30.6565"
UG-416,"1.9229,31.3918"
UG-417,"-0.0612,30.4916"
UG-418,"-0.8389,30.9357"
UG-419,"-0.3251,30.8735"
UG-420,"-0.3203,30.3162"
UG-421,"1.9936,32.0498"
UG-422,"0.4822,31.0002"
UG-423,"-0.6059,30.0077"
UG-424,"0.9916,30.385"
UG-425,"-0.2558,29.9365"
UG-426,"-0.5919,30.374"
UG-427,"1.023,30.8331"
UG-428,"0.9625,31.2904"
UG-429,"-1.1732,29.9003"
UG-430,"0.4784,30.2028"
UG-431,"-1.1455,30.0525"
UG-432,"1.3103,31.0002"
UG-433,"0.0256,30.7776"
UG-434,"0.0137,30.3218"
UG-435,"-0.735,30.4609"
UG-C,"0.2815,32.6271"
UG-E,"0.4232,33.1713"
UG-N,"2.7972,32.2644"
UG-W,"-0.6547,30.6721"
UM-67,"16.75,-169.5167"
UM-71,"28.2075,-177.35"
UM-76,"18.4028,-75.0133"
UM-79,"19.3,166.6333"
UM-81,"0.1947,-176.4794"
UM-84,"0.8067,-176.6164"
UM-86,"-0.3721,-159.997"
UM-89,"6.3833,-162.4167"
UM-95,"5.8833,-162.0833"
US-AK,"64.446,-149.6809"
US-AL,"33.2589,-86.8295"
US-AR,"35.2049,-92.4479"
US-AS,"-14.2971,-170.7131"
US-AZ,"34.3953,-111.7633"
US-CA,"36.7015,-118.756"
US-CO,"38.7252,-105.6077"
US-CT,"41.65,-72.7342"
US-DC,"38.8938,-76.988"
US-DE,"38.692,-75.4013"
US-FL,"27.7568,-81.464"
US-GA,"32.3294,-83.1137"
US-GU,"13.45,144.7652"
US-HI,"19.5938,-155.4284"
US-IA,"41.9217,-93.3123"
US-ID,"43.6448,-114.0154"
US-IL,"40.0797,-89.4337"
US-IN,"40.327,-86.1747"
US-KS,"38.2731,-98.5822"
US-KY,"37.5726,-85.1551"
US-LA,"30.8704,-92.0071"
US-MA,"42.3789,-72.0324"
US-MD,"39.5162,-76.9382"
US-ME,"45.7091,-68.859"
US-MI,"43.6212,-84.6824"
US-MN,"45.9897,-94.6113"
US-MO,"38.7605,-92.5618"
US-MP,"15.1754,145.7379"
US-MS,"32.9715,-89.7348"
US-MT,"47.3753,-109.6388"
US-NC,"35.673,-79.0393"
US-ND,"47.6201,-100.5407"
US-NE,"41.737,-99.5874"
US-NH,"43.4849,-71.6554"
US-NJ,"40.0757,-74.4042"
US-NM,"34.5802,-105.996"
US-NV,"39.5159,-116.8537"
US-NY,"43.1562,-75.845"
US-OH,"40.2254,-82.6881"
US-OK,"34.9551,-97.2684"
US-OR,"43.9793,-120.7373"
US-PA,"40.97,-77.7279"
US-PR,"18.2248,-66.4858"
US-RI,"41.7962,-71.5992"
US-SC,"33.6874,-80.4364"
US-SD,"44.6472,-100.3488"
US-TN,"35.773,-86.282"
US-TX,"31.2639,-98.5456"
US-UM,"28.2361,-177.3686"
US-UT,"39.4225,-111.7144"
US-VA,"37.1232,-78.4928"
US-VI,"17.7892,-64.7081"
US-VT,"44.5991,-72.5003"
US-WA,"47.2868,-120.2126"
US-WI,"44.4309,-89.6885"
US-WV,"38.4758,-80.8408"
US-WY,"43.17,-107.5685"
UY-AR,"-30.6171,-56.9373"
UY-CA,"-34.6222,-55.9904"
UY-CL,"-32.3333,-54.3333"
UY-CO,"-34.1665,-57.4993"
UY-DU,"-33.0833,-56.0833"
UY-FD,"-33.8333,-55.9167"
UY-FS,"-33.6519,-56.8394"
UY-LA,"-33.9972,-54.9992"
UY-MA,"-34.6667,-54.9167"
UY-MO,"-34.8653,-56.182"
UY-PA,"-32.0,-57.25"
UY-RN,"-32.7257,-57.3876"
UY-RO,"-34.0,-54.0"
UY-RV,"-31.5,-55.25"
UY-SA,"-31.3572,-57.0044"
UY-SJ,"-34.455,-56.6169"
UY-SO,"-33.4921,-57.7893"
UY-TA,"-32.1667,-55.5"
UY-TT,"-33.0,-54.25"
UZ-AN,"40.7741,72.5355"
UZ-BU,"40.2294,63.5471"
UZ-FA,"40.5,71.25"
UZ-JI,"40.3319,67.4551"
UZ-NG,"40.9555,71.1098"
UZ-NW,"42.0,64.0"
UZ-QA,"38.7383,66.1443"
UZ-QR,"43.7739,57.6235"
UZ-SA,"39.7337,66.1283"
UZ-SI,"40.3737,68.4341"
UZ-SU,"37.9521,67.1266"
UZ-TK,"41.3123,69.2787"
UZ-TO,"41.0878,69.4979"
UZ-XO,"41.2903,60.5429"
VC-01,"13.2751,-61.1462"
VC-02,"13.1943,-61.24"
VC-03,"13.3184,-61.2009"
VC-04,"13.1663,-61.1879"
VC-05,"13.2381,-61.2364"
VC-06,"12.5972,-61.4335"
VE-A,"10.4658,-66.995"
VE-B,"9.0198,-64.2168"
VE-C,"7.0736,-68.8202"
VE-D,"9.9898,-67.0839"
VE-E,"8.174,-69.9756"
VE-F,"6.2003,-63.2776"
VE-G,"10.2137,-68.0396"
VE-H,"9.3094,-68.3591"
VE-I,"11.2739,-69.5834"
VE-J,"8.8379,-66.3821"
VE-K,"10.0714,-70.027"
VE-L,"8.5061,-71.265"
VE-M,"10.2343,-66.3807"
VE-N,"9.3438,-63.1589"
VE-O,"10.9645,-64.0975"
VE-P,"8.9675,-69.3915"
VE-R,"10.4088,-63.352"
VE-S,"7.8955,-72.0214"
VE-T,"9.4958,-70.7689"
VE-U,"10.304,-68.7014"
VE-V,"9.8911,-72.0875"
VE-W,"11.8593,-66.7708"
VE-X,"10.5803,-66.8603"
VE-Y,"8.794,-61.3233"
VE-Z,"3.4226,-65.7232"
VN-01,"22.2922,103.1799"
VN-02,"22.3069,104.183"
VN-03,"22.7792,104.9598"
VN-04,"22.7427,106.1061"
VN-05,"21.2277,104.1576"
VN-06,"21.8091,104.5183"
VN-07,"22.3382,105.0716"
VN-09,"21.8488,106.6141"
VN-13,"21.1718,107.2013"
VN-14,"20.7091,105.2576"
VN-18,"20.2867,106.1"
VN-20,"20.4031,106.5942"
VN-21,"19.9782,105.4816"
VN-22,"19.1976,105.0607"
VN-23,"18.3505,105.7623"
VN-24,"17.5157,106.6225"
VN-25,"17.2167,106.9548"
VN-26,"16.553,107.69"
VN-27,"15.5588,108.1093"
VN-28,"14.67,108.0288"
VN-29,"14.9954,108.6917"
VN-30,"14.0201,108.6355"
VN-31,"14.1087,109.1146"
VN-32,"13.1999,109.239"
VN-33,"12.8742,108.7979"
VN-34,"12.2981,108.995"
VN-35,"11.6615,108.1335"
VN-36,"11.4639,109.1317"
VN-37,"11.0801,106.2611"
VN-39,"11.4285,107.1624"
VN-40,"10.4399,108.5137"
VN-41,"10.7119,106.1258"
VN-43,"9.7836,107.5392"
VN-44,"10.3189,105.0432"
VN-45,"10.4252,105.9271"
VN-46,"10.3647,106.3208"
VN-47,"9.7668,104.4726"
VN-49,"10.0468,106.2947"
VN-50,"9.8837,106.734"
VN-51,"9.5815,106.5307"
VN-52,"9.3204,106.1059"
VN-53,"22.2729,105.8565"
VN-54,"21.374,106.4663"
VN-55,"8.8961,105.697"
VN-56,"21.3282,106.4625"
VN-57,"11.1826,106.6738"
VN-58,"11.8,106.9151"
VN-59,"9.018,105.087"
VN-61,"20.9603,106.3604"
VN-63,"20.534,105.981"
VN-66,"20.6066,106.2843"
VN-67,"19.9953,106.4858"
VN-68,"21.3008,105.135"
VN-69,"21.9611,105.8441"
VN-70,"21.3647,105.5837"
VN-71,"21.6547,103.2169"
VN-72,"12.2807,107.7426"
VN-73,"9.7881,105.639"
VN-CT,"10.0362,105.7873"
VN-DN,"16.068,108.212"
VN-HN,"21.0283,105.854"
VN-HP,"20.8623,106.6799"
VN-SG,"10.7755,106.7021"
VU-MAP,"-16.2975,167.8104"
VU-PAM,"-15.2117,167.936"
VU-SAM,"-15.1581,166.9394"
VU-SEE,"-17.3284,168.2547"
VU-TAE,"-19.3706,169.6752"
VU-TOB,"-13.6644,167.1742"
WF-AL,"-14.3167,-178.1167"
WF-SG,"-14.2667,-178.1667"
WF-UV,"-13.3,-176.2"
WS-AA,"-13.8901,-171.9687"
WS-AL,"-13.862,-172.0328"
WS-AT,"-13.9549,-171.6512"
WS-FA,"-13.6604,-172.2554"
WS-GE,"-13.5438,-172.327"
WS-GI,"-13.5375,-172.4746"
WS-PA,"-13.7064,-172.484"
WS-SA,"-13.7414,-172.3407"
WS-TU,"-13.9219,-171.8007"
WS-VF,"-13.9465,-171.5494"
WS-VS,"-13.5596,-172.6594"
YE-AB,"13.7862,46.1418"
YE-AD,"12.8333,44.9167"
YE-AM,"16.2302,43.9098"
YE-BA,"14.3417,45.3944"
YE-DA,"13.9225,44.7683"
YE-DH,"14.7384,44.271"
YE-HD,"16.7323,48.6085"
YE-HJ,"16.0,43.25"
YE-HU,"15.1159,42.8448"
YE-IB,"14.1419,44.139"
YE-JA,"16.6897,45.6116"
YE-LA,"13.1667,44.5833"
YE-MA,"15.5986,45.2599"
YE-MR,"17.0,51.5"
YE-MW,"15.392,43.5362"
YE-RA,"14.6876,43.6648"
YE-SA,"15.35,44.2"
YE-SD,"17.0634,43.9149"
YE-SH,"14.9274,46.6085"
YE-SN,"15.2607,44.4249"
YE-SU,"12.5,53.8333"
YE-TA,"13.4115,43.5571"
ZA-EC,"-32.2172,26.6386"
ZA-FS,"-28.7854,26.4979"
ZA-GP,"-25.9363,28.0813"
ZA-KZN,"-28.5038,30.8875"
ZA-LP,"-23.4735,29.3959"
ZA-MP,"-26.2768,30.15"
ZA-NC,"-29.5734,21.2051"
ZA-NW,"-26.1348,25.6547"
ZA-WC,"-33.547,20.7275"
ZM-01,"-15.8543,23.8017"
ZM-02,"-14.1835,29.0376"
ZM-03,"-13.6515,31.9959"
ZM-04,"-10.468,29.1276"
ZM-05,"-9.4514,30.8881"
ZM-06,"-13.0144,25.4625"
ZM-07,"-16.5382,26.7375"
ZM-08,"-13.0214,27.8876"
ZM-09,"-15.3576,29.1653"
ZM-10,"-11.1005,31.64"
ZW-BU,"-20.1054,28.5427"
ZW-HA,"-17.8567,31.0602"
ZW-MA,"-19.0188,32.3689"
ZW-MC,"-16.7429,31.2952"
ZW-ME,"-17.7927,31.7678"
ZW-MI,"-19.2785,29.8791"
ZW-MN,"-18.9284,27.4992"
ZW-MS,"-20.7365,28.9396"
ZW-MV,"-20.7454,31.3341"
ZW-MW,"-17.1449,29.829"
